Transfer_id,account_id,service,amount,Date
TZFDGBIK,GB42RMEF46156019507525,Entertainment,910,2022-01-11
UZREGBX9,GB46KTYJ13175216623309,Transport,920,2022-01-11
KCKJGBJB,GB22TVDQ21674027369753,Transport,470,2022-01-9
ZEZWGBXT,GB43FXGI33734494558520,Entertainment,770,2022-01-24
PKNYGBMS,GB20ZSVZ03296319881300,Entertainment,990,2022-01-29
GOMEGB5R,GB44MXII66802188204625,Entertainment,860,2022-01-8
RVZQGBVH,GB62JOGZ82935470472908,Entertainment,810,2022-01-17
KOVWGB9H,GB87WKUU04565680548711,Supermarket,150,2022-01-6
GKLSGBPM,GB04AVCK60712162194528,Shopping,730,2022-01-3
ZXKYGBM5,GB35KDZD65277048286192,Shopping,570,2022-01-15
DRHXGBI7,GB66OEBQ09317900977535,Supermarket,130,2022-01-10
OVCBGBDR,GB94QJPO92209736708513,Entertainment,750,2022-01-13
GHEAGBCV,GB66CJNH68867925093335,Supermarket,290,2022-01-18
QMLOGBFR,GB06SZSI36995942594298,Shopping,340,2022-01-6
XZVOGBER,GB36TSBP68694615844381,Food,610,2022-01-4
YFVTGB1N,GB48LYVI46969510438970,Supermarket,910,2022-01-10
FKFWGB0K,GB33DAOI03969855368978,Entertainment,910,2022-01-29
PDHWGBRL,GB07EAZE86744248531964,Supermarket,290,2022-01-28
XZKAGBEN,GB06UEGN13999904168733,Supermarket,940,2022-01-12
GSNUGB8H,GB41QCIJ27055214104324,Entertainment,500,2022-01-20
TNNNGBX1,GB47YHYR29398504198288,Supermarket,770,2022-01-4
AWGOGBG5,GB91MNCY94638380815352,Shopping,760,2022-01-16
FYNUGBZX,GB95TLQO09463074625976,Transport,780,2022-01-1
KHCUGBYR,GB41MJZV95559433481508,Entertainment,380,2022-01-10
AMYHGBOV,GB61AASW98329670063788,Supermarket,870,2022-01-5
RKEWGBCS,GB18HPFH65167089173783,Food,420,2022-01-4
PKSNGBKP,GB68LWRY89835627394076,Transport,180,2022-01-5
ZUKEGBT3,GB40QKHV86869081376527,Shopping,990,2022-01-20
ZWKGGBB4,GB32RXUL14022625584935,Shopping,650,2022-01-27
BXBHGBWO,GB16UTHZ46153813402798,Supermarket,460,2022-01-1
HOYYGB61,GB09HPJV93244983430852,Transport,460,2022-01-10
FZDAGBOU,GB79TMNT41164913461659,Transport,740,2022-01-2
MRXKGBAF,GB92TGYB25460890452036,Transport,990,2022-01-2
CMXQGB4O,GB26EOCD17839974197320,Supermarket,790,2022-01-20
QATVGBZZ,GB55CTFP19926586415525,Transport,420,2022-01-14
IQHOGBRA,GB02SYRG40030941218021,Transport,110,2022-01-22
ISGBGBW0,GB58TXZG93558882336719,Food,410,2022-01-14
RCRWGB64,GB23MTDX62722246370061,Entertainment,780,2022-01-30
YMUCGB81,GB50NZDE57320590039179,Transport,180,2022-01-9
SUUJGB1H,GB29FGXE21060166778831,Food,560,2022-01-9
WAUNGBDU,GB50PSUH48052893405126,Transport,200,2022-01-8
AFZSGBK4,GB82CPND15543817992783,Supermarket,630,2022-01-23
NBBBGBVZ,GB88QVVX57011191855807,Supermarket,740,2022-01-30
OLLYGBTP,GB98DUJU73466454668230,Transport,180,2022-01-3
UYNTGBIN,GB08PFNZ80483901891830,Food,710,2022-01-1
LNYDGBRM,GB87MMMW81754905855827,Shopping,270,2022-01-27
FCFKGBTF,GB83KIIA00977209855906,Food,860,2022-01-5
FUQPGBPD,GB44UBJU89138459464432,Entertainment,930,2022-01-3
NDRRGBH2,GB88FNTN10835120297429,Food,290,2022-01-2
IYHOGB4F,GB44KEFI60589122313845,Entertainment,250,2022-01-2
FYHHGB43,GB32YBPQ89809047203119,Transport,450,2022-01-28
VDLDGBNC,GB29FGXE21060166778831,Supermarket,610,2022-01-1
ZNNUGBVT,GB10IBBM17794785402571,Transport,330,2022-01-22
ZNIPGB3T,GB35MORZ06788937312706,Supermarket,560,2022-01-18
JVVSGB4R,GB26ZERX06432145357655,Food,560,2022-01-24
LGPPGBIA,GB30MRYP91359776685917,Supermarket,320,2022-01-13
YHCSGB8W,GB08ZSOK58958512839375,Transport,390,2022-01-5
WLBHGB0V,GB91EXDS42794468379833,Entertainment,450,2022-01-27
ADAJGBXB,GB04BSCC77775833880585,Entertainment,500,2022-01-1
YBZQGBKQ,GB92SYDV74562165572658,Supermarket,390,2022-01-17
HWSTGBAF,GB09BMWS66922802335428,Shopping,100,2022-01-7
NBAWGB96,GB68FVBI37634209429385,Shopping,630,2022-01-30
KXKNGBKV,GB68LIIY52930084654862,Shopping,530,2022-01-17
TVSTGBM7,GB63NZKB23255199919735,Shopping,240,2022-01-26
RUQDGBAN,GB40NFJI14170541525010,Entertainment,990,2022-01-4
FOWBGB5C,GB74LLJE42273877376000,Supermarket,630,2022-01-16
NOAUGBEI,GB96GGIX85619081459580,Shopping,160,2022-01-4
RXPLGB8T,GB76UXEU86077956891587,Food,970,2022-01-30
HGHSGBTY,GB94LDVB69344050347384,Food,460,2022-01-2
TROCGBQC,GB69KGHG79117371204495,Supermarket,100,2022-01-24
SOEJGB1C,GB70VLKK24622012528389,Entertainment,130,2022-01-1
JZEWGBS7,GB65CTFI09601954239917,Entertainment,530,2022-01-19
QPOUGBIG,GB24KYWS21564312893421,Food,810,2022-01-4
QVTBGBL1,GB09BMWS66922802335428,Entertainment,250,2022-01-12
IYUDGBV0,GB54ICPW19604621164118,Transport,340,2022-01-22
MJNFGB5Z,GB83IQME16104246139840,Shopping,280,2022-01-1
DVPZGB18,GB05TMSG78432876688632,Supermarket,370,2022-01-26
IXUEGBIA,GB02VTSM50851169546499,Entertainment,760,2022-01-3
OPGSGBP9,GB27DJJB67079465672724,Entertainment,700,2022-01-5
JVOWGBUE,GB49ANRH14135166565639,Supermarket,480,2022-01-3
XBRKGBFD,GB52LJXO40791266177930,Entertainment,410,2022-01-18
JJXRGBP4,GB83FJWZ98330557015851,Shopping,820,2022-01-29
GODCGBTR,GB91MNCY94638380815352,Entertainment,890,2022-01-21
NYUKGBTC,GB65JYNJ80171613212711,Entertainment,520,2022-01-11
TLORGBF3,GB88XWSM32196588777943,Food,640,2022-01-4
CSIJGB94,GB06BWGL20947401282272,Transport,730,2022-01-9
IIAVGB0K,GB18KAPE16458731250443,Supermarket,880,2022-01-1
PPUDGB00,GB12LAAQ25882950534185,Shopping,260,2022-01-20
IYSNGBHS,GB58DQEW16102493301212,Transport,700,2022-01-19
DCSSGBO9,GB81PLWH50958619180383,Entertainment,610,2022-01-23
UCJDGB85,GB14HQVA86482235816558,Shopping,630,2022-01-2
HIZLGBCV,GB21GLRJ22431627604946,Shopping,490,2022-01-18
OBDXGBAP,GB64KMTN68796775514230,Supermarket,550,2022-01-26
HTHCGB1R,GB14YRXV97968543644944,Shopping,670,2022-01-24
ZUKBGB94,GB48OGHT53972802036251,Entertainment,730,2022-01-28
XTWIGBAF,GB43FBJT81656999233986,Entertainment,250,2022-01-6
KBTUGB5Q,GB19AAOK98934574593366,Transport,310,2022-01-28
JBRGGB7M,GB62TTER34208990590410,Supermarket,550,2022-01-17
KJQWGB4M,GB78GODX25928323885939,Food,600,2022-01-23
XUDIGBC9,GB95TLQO09463074625976,Supermarket,720,2022-01-22
ZCYBGB83,GB18GDWW89359421492391,Transport,430,2022-01-9
VVOLGB5E,GB97XPUD33518783392051,Transport,680,2022-01-19
SYSGGBG1,GB90JLHC40816436052249,Shopping,310,2022-01-18
TQCDGBP4,GB60EPEN47574925599976,Supermarket,730,2022-01-25
EXUOGB4K,GB96GYOJ94829538850669,Supermarket,270,2022-01-29
BHOJGBD6,GB85ZEOC87190775483091,Food,250,2022-01-13
YACJGB6W,GB48OGHT53972802036251,Shopping,630,2022-01-23
HFRLGBQP,GB80FZVE70552430128658,Food,250,2022-01-9
QMGTGB4H,GB74IKHL72137211458568,Shopping,120,2022-01-21
LKHNGBO6,GB89VWIK11375987183801,Supermarket,350,2022-01-5
XGETGB98,GB62WCOR33943095231021,Transport,840,2022-01-4
MQGUGBWA,GB70QIDI15415161273357,Entertainment,450,2022-01-21
SFJKGBHP,GB42WWLT68472749312326,Supermarket,110,2022-01-25
RSSSGBCL,GB67PPFA88278016744751,Transport,580,2022-01-20
XNNYGB1X,GB98GPPA16698846790680,Food,460,2022-01-11
MEDKGBG3,GB19DYBC21144277926820,Transport,540,2022-01-20
WUMBGBWQ,GB96GYOJ94829538850669,Shopping,400,2022-01-20
AWYQGB2P,GB48XVXG18492862374192,Food,770,2022-01-27
JUKYGBXX,GB17CSVK20043720649311,Food,730,2022-01-29
NMWHGBRX,GB26TYZD99118287642600,Entertainment,990,2022-01-4
ZXMOGBK7,GB63VZVX86095567062847,Supermarket,980,2022-01-21
MFIHGB5G,GB70FTAK75368776045346,Food,250,2022-01-27
WQYGGB5K,GB46ZRCT10243685254642,Food,240,2022-01-28
NFGQGBT3,GB65RXCX64778371749715,Entertainment,350,2022-01-25
ETZXGBNU,GB51SVYX62512044587813,Supermarket,110,2022-01-7
FQNJGBVD,GB81ANAU07068672354865,Food,770,2022-01-26
ZFCCGBXS,GB54ZQLE64039628711649,Food,290,2022-01-6
HDYFGB40,GB08PFNZ80483901891830,Transport,550,2022-01-29
EZSEGB40,GB89UPBN95113284972530,Shopping,740,2022-01-5
AOERGB9T,GB39ONRW59594305117242,Entertainment,810,2022-01-11
ZECIGB0C,GB79XPCS00153959205967,Transport,460,2022-01-25
YVHZGB1K,GB72YVLC24038420176091,Food,720,2022-01-17
NXCRGBIX,GB27SAWR81034345641478,Food,880,2022-01-12
GWEKGBE9,GB77ZCFT67467029649024,Food,720,2022-01-10
YJXOGBUD,GB97BAUS74834169070315,Transport,780,2022-01-19
ALNGGBXH,GB68YNXV97259119311573,Food,180,2022-01-4
MFXRGB7C,GB87RCGC97140240957992,Supermarket,780,2022-01-12
YSPUGBH5,GB82DNVC98772443782930,Food,950,2022-01-7
IOTOGBPV,GB44UXER68260480224150,Food,240,2022-01-1
QVSEGBKC,GB96GYOJ94829538850669,Transport,460,2022-01-25
YJFAGB58,GB10YTDP38960595654034,Transport,680,2022-01-14
ZNCIGB3V,GB85KZIC12756925139941,Entertainment,700,2022-01-15
JGXKGBMK,GB94CFEY93303459373321,Shopping,580,2022-01-8
KSXVGBLE,GB80BREK73123760651964,Transport,840,2022-01-1
EDSLGBDI,GB25LLFN57182545947360,Food,720,2022-01-11
YJUYGBZZ,GB42KNPP38157330111189,Shopping,890,2022-01-23
PGRCGBXO,GB68ACCJ98495675885050,Shopping,420,2022-01-26
OSSCGB6K,GB39JBVP10971286127858,Food,320,2022-01-1
UESCGBW5,GB60ZEFI08608855780207,Supermarket,310,2022-01-11
YYCKGBPO,GB62TTER34208990590410,Entertainment,510,2022-01-27
NQHWGBG6,GB88QVVX57011191855807,Shopping,700,2022-01-8
QELLGB5L,GB11MCJO50427085420434,Transport,830,2022-01-5
CHSEGBQ3,GB62AKZS79890204711381,Transport,580,2022-01-7
FCYOGBMI,GB17PHGN76555128914481,Shopping,870,2022-01-18
RORXGB4D,GB04NPEP83017257357199,Shopping,970,2022-01-17
DWOUGBSC,GB14SAHK37874342932081,Transport,440,2022-01-17
ILVVGBE3,GB58QIZV57544389756682,Shopping,570,2022-01-30
NSKUGBH1,GB88ZUKL23094533188929,Transport,820,2022-01-26
XREEGBA3,GB51SQRK82199682231530,Supermarket,140,2022-01-26
XHUEGB2S,GB76KSQG73170710513934,Food,860,2022-01-27
XGPPGBPR,GB11TMFV71130495675199,Supermarket,960,2022-01-6
UPACGB9M,GB38JKWA15084089208916,Shopping,970,2022-01-12
XIHFGBIJ,GB39ZEMY01690428519219,Food,560,2022-01-25
UVDUGB86,GB41EUZY13315577262191,Transport,520,2022-01-12
AVHBGBRO,GB43FBJT81656999233986,Food,330,2022-01-4
KHPEGBBF,GB07LQAV51951563352179,Supermarket,680,2022-01-13
PQQDGBYL,GB11TMFV71130495675199,Supermarket,450,2022-01-25
VAFJGB9V,GB80QUAW13546134029211,Supermarket,840,2022-01-1
QTGPGBPV,GB06ROMF83374442693329,Entertainment,320,2022-01-13
OJKSGBJF,GB97IZQW98366793787741,Supermarket,430,2022-01-16
IIKPGBTV,GB32ZEPT82837560218237,Entertainment,530,2022-01-25
PJRCGBN9,GB65EVVW92596474340638,Shopping,980,2022-01-2
DSQLGB9I,GB11MCJO50427085420434,Food,230,2022-01-5
XVAMGBBQ,GB05WQIK47310655373531,Entertainment,930,2022-01-19
QTMEGBU9,GB22DRDE06948653245371,Supermarket,380,2022-01-17
UIRDGBDK,GB33ASQK70160361336280,Food,190,2022-01-22
UKNTGB9K,GB24TTSO53409244143351,Shopping,570,2022-01-19
JSCHGBSM,GB57RYNJ84838290030013,Transport,760,2022-01-13
UULCGBWA,GB46LRHC48336559807010,Shopping,600,2022-01-14
DDIZGBKW,GB68UDPZ26095485615893,Shopping,200,2022-01-27
NUYHGB9N,GB82TOPS75454491088322,Shopping,660,2022-01-1
BKJFGBBU,GB88ZUKL23094533188929,Food,570,2022-01-20
ICGEGBK5,GB27OADG28151531029379,Shopping,670,2022-01-19
DKJYGB69,GB63DSUE35762162466000,Entertainment,230,2022-01-6
XIJAGB5Z,GB92DJRZ20157376401160,Food,960,2022-01-2
LZFUGBYB,GB75HMNL69309791818604,Entertainment,890,2022-01-9
TFOXGB25,GB41YIGN83573798228928,Food,180,2022-01-27
NZCFGBUG,GB44OLSL35465484519505,Supermarket,950,2022-01-7
NNIGGBUI,GB96MNUK12463233129440,Transport,600,2022-01-25
MLLFGBDT,GB78UUQI15235459854710,Transport,770,2022-01-20
IMCDGBN3,GB48IUWN51495138449026,Entertainment,490,2022-01-2
XYAHGBON,GB64WCQN75794882407178,Food,750,2022-01-7
QHLEGBQ5,GB95KXAT40128933350069,Entertainment,470,2022-01-13
GTLBGBOD,GB34OHDU44033362925347,Supermarket,360,2022-01-15
ALCCGB16,GB32IZPZ80307512808134,Food,920,2022-01-26
LEAZGBZ8,GB34WSAC04046773391197,Transport,810,2022-01-7
TGOBGB6A,GB02DKCU79156440082731,Supermarket,470,2022-01-5
DVXXGB4U,GB28FOSV16797537089232,Shopping,870,2022-01-21
SRREGBRM,GB71BJZS74099095632294,Transport,180,2022-01-20
RCPEGB8H,GB80BREK73123760651964,Entertainment,930,2022-01-21
SLBBGB69,GB83FJWZ98330557015851,Entertainment,450,2022-01-7
ATYMGBXT,GB48BMGM69745984086633,Transport,590,2022-01-5
CRGWGB4I,GB56LXCT46060817641771,Supermarket,270,2022-01-9
GXKVGBFA,GB43NMZI71650059062352,Food,320,2022-01-5
OSZFGBY5,GB47BMMQ76173816355887,Food,840,2022-01-24
CPOGGBFW,GB96SYMO38593337743683,Food,880,2022-01-14
QRWCGBC0,GB07VEWI49503058582569,Entertainment,430,2022-01-27
ZHVBGB1T,GB34IFZW44308255922009,Transport,340,2022-01-12
UUSAGBJI,GB05PGEG88708114093020,Food,260,2022-01-16
XHGGGBU4,GB44BUKB34698213116022,Entertainment,130,2022-01-1
WIVDGBRM,GB79RNSZ10131206700226,Transport,480,2022-01-26
EVTNGBUZ,GB10XTQN02411578955729,Entertainment,650,2022-01-26
DLQMGB3E,GB46YEIH52446058526254,Transport,290,2022-01-1
OJPNGB0P,GB27DJJB67079465672724,Entertainment,880,2022-01-4
RSBNGBMC,GB38CVTL16446985397705,Supermarket,240,2022-01-16
DPKMGBED,GB97RMVT55464346797231,Supermarket,520,2022-01-19
THCEGBLP,GB22AGCW52639451137214,Shopping,180,2022-01-4
EVOWGBZ9,GB49XHEN07434051937541,Transport,530,2022-01-7
NEKDGB17,GB32YBPQ89809047203119,Shopping,950,2022-01-12
QIXFGBEY,GB87KGRP15311232640028,Shopping,210,2022-01-6
DPNVGBRV,GB26MZLC31483084255324,Transport,490,2022-01-26
SFUOGB96,GB69SDNF60626660146720,Food,750,2022-01-23
RMJXGBLL,GB47ASVW99983109822480,Supermarket,330,2022-01-4
UFLLGBB6,GB91JKRV92258540999725,Entertainment,100,2022-01-1
HWMRGBZI,GB59NJBA45955506031173,Food,470,2022-01-14
KLQEGBLA,GB22TVDQ21674027369753,Food,720,2022-01-23
UQJKGB7D,GB98DUJU73466454668230,Supermarket,800,2022-01-7
ZQYDGBGX,GB46YGKV79921929299214,Food,490,2022-01-15
LULAGB7V,GB91WCLC54814458057108,Shopping,540,2022-01-4
MDUAGB73,GB45HUFG90039169399178,Food,430,2022-01-19
ZKTTGBFX,GB32SINN01144009084783,Entertainment,990,2022-01-14
HMTZGBO9,GB58YBOQ50604718160827,Supermarket,450,2022-01-19
KUJXGB6G,GB06JGKQ75832097178962,Supermarket,560,2022-01-15
VYVPGB2R,GB66TZOV24794716479655,Supermarket,100,2022-01-16
SOYOGBDZ,GB81WYKE79021987774136,Food,740,2022-01-23
XIKDGBM1,GB91EXDS42794468379833,Shopping,890,2022-01-27
JRKXGBWK,GB91HHPW00744166349550,Entertainment,460,2022-01-26
XDTDGBGC,GB17PHGN76555128914481,Entertainment,930,2022-01-21
WYJXGBCX,GB80VKLZ75285559131640,Entertainment,660,2022-01-5
UPKGGBB4,GB61AHFD54500704683186,Supermarket,270,2022-01-29
EAKEGBKP,GB71QHAU06749879331732,Food,330,2022-01-21
PSBSGB33,GB54NCSU75375137293859,Transport,490,2022-01-19
LUBPGBUV,GB82TOPS75454491088322,Transport,460,2022-01-28
BHQJGBUJ,GB10ZJBQ81868266078612,Food,460,2022-01-25
SUFLGBWU,GB24EXYU74962853982918,Food,640,2022-01-1
WSHMGBN3,GB54ICPW19604621164118,Food,990,2022-01-12
MWXYGBUZ,GB56ZJFS59923213088373,Shopping,190,2022-01-19
ECMPGBFO,GB52LJXO40791266177930,Supermarket,570,2022-01-21
PFEBGBFZ,GB41YKWI77599961804844,Transport,620,2022-01-26
MKQGGBN6,GB71WWBE87637637505429,Food,620,2022-01-5
MTJNGB9S,GB51AVSO68128809609528,Supermarket,430,2022-01-12
XUDCGBD8,GB50NZDE57320590039179,Entertainment,390,2022-01-10
WEIRGBWG,GB97AGAM91746120836715,Supermarket,380,2022-01-5
BALHGBHK,GB29RGZG68366967107994,Supermarket,720,2022-01-6
JYLSGBM2,GB90IIWM11180479091957,Food,660,2022-01-23
XEJZGBW0,GB55ADWS86543776437787,Shopping,180,2022-01-21
PKARGBHG,GB64ZWMZ56487674837828,Shopping,430,2022-01-1
WBUPGB80,GB93EHGZ22022075560434,Supermarket,520,2022-01-24
OAWZGB1F,GB27PEGE51359504894086,Supermarket,260,2022-01-10
UMNBGBG9,GB82CPND15543817992783,Transport,650,2022-01-1
AWZOGB4Z,GB94JYSM28033121301651,Entertainment,850,2022-01-30
CNKCGBAR,GB19AAOK98934574593366,Food,860,2022-01-19
AEYWGBVN,GB92FBYU36769441955441,Entertainment,750,2022-01-27
YZEPGBFM,GB89SXOW27125600015996,Entertainment,280,2022-01-10
CBGOGBMX,GB62ZRUD06470049495764,Transport,630,2022-01-24
DNLFGBWR,GB49OQFL02461562240387,Shopping,990,2022-01-28
YJEXGBY4,GB71KOYB24095962325523,Transport,170,2022-01-6
AMXXGB76,GB66UOKK79571909199422,Entertainment,280,2022-01-25
THCJGBKO,GB98AEGC27605374725261,Supermarket,350,2022-01-12
KPHAGBHP,GB39PMEX21549206057087,Supermarket,800,2022-01-27
ORMIGBNZ,GB74QZFS23901621489609,Entertainment,210,2022-01-29
JFWHGB4L,GB63VZVX86095567062847,Transport,540,2022-01-28
VZDPGBVF,GB77SHET15953653955164,Food,910,2022-01-27
MULVGBQ9,GB56VSAI69182915412410,Supermarket,630,2022-01-19
PUMQGB95,GB42WWLT68472749312326,Supermarket,950,2022-01-21
FVCYGBKE,GB61ZOFX15306434788343,Supermarket,770,2022-01-7
EXFOGBDF,GB17RCEJ66157070968253,Shopping,830,2022-01-29
RRHEGBCP,GB63NZKB23255199919735,Supermarket,590,2022-01-12
CPIDGBHP,GB71HRJC27844886997114,Entertainment,500,2022-01-13
RSTWGBBY,GB13DQOU80785433457320,Entertainment,200,2022-01-18
CBCDGBBB,GB90CZEE91579078521407,Food,740,2022-01-23
YIAUGB6Z,GB85MXOJ14798712728072,Entertainment,450,2022-01-14
FUTIGBXD,GB60BJYH86362892577341,Entertainment,810,2022-01-23
TFIUGBPL,GB62TTER34208990590410,Entertainment,500,2022-01-27
IVLFGB2G,GB13KKRX34626946406815,Shopping,100,2022-01-28
XSQFGBWV,GB17HJGA91586651338603,Entertainment,860,2022-01-3
XCRYGB5C,GB28UXYK58029298810980,Transport,710,2022-01-28
GOVZGBUE,GB78CMRH46293749469694,Supermarket,840,2022-01-3
VKHKGBAE,GB94DXEE96861649334874,Food,640,2022-01-14
KWRXGBBC,GB15QHME42345732661574,Entertainment,710,2022-01-25
BGDUGBPM,GB10BUAV79710292957243,Supermarket,170,2022-01-23
KPKUGBP0,GB33DAOI03969855368978,Food,280,2022-01-20
TKIHGBNH,GB35HZSL61303067504911,Entertainment,660,2022-01-2
IRXZGBBV,GB48PJXR40637929416504,Transport,520,2022-01-30
PQDEGBOC,GB13ERPN56888517302159,Supermarket,240,2022-01-14
HEBOGBWQ,GB60FBUH47510162484639,Transport,140,2022-01-26
UIGLGBP8,GB26QZMG77489220315512,Entertainment,770,2022-01-24
FJGUGBCV,GB98DUJU73466454668230,Shopping,780,2022-01-27
ZMAIGBZM,GB84LOCX44238775031273,Food,830,2022-01-5
UQNSGBBF,GB77SHET15953653955164,Supermarket,650,2022-01-24
KPOQGB8O,GB54LSYY27831965248680,Shopping,610,2022-01-12
ZRDHGB05,GB41MJZV95559433481508,Entertainment,350,2022-01-4
JNXSGBLL,GB10YTDP38960595654034,Supermarket,440,2022-01-27
UACNGB9Z,GB72YVLC24038420176091,Shopping,420,2022-01-19
ZQVAGBS6,GB24TXGQ71041669639052,Food,360,2022-01-27
FZEHGB5U,GB40NFJI14170541525010,Shopping,160,2022-01-15
VDXQGBVJ,GB86HZHO17095280290563,Shopping,310,2022-01-25
XGPVGB0W,GB15NHOZ03465128792104,Supermarket,860,2022-01-3
ZZFDGB21,GB64BLJD44029249027501,Transport,700,2022-01-9
RLVZGBBK,GB97IZQW98366793787741,Shopping,480,2022-01-24
RAMUGBZA,GB47ENNZ03841141277379,Supermarket,380,2022-01-27
THHAGBIU,GB40QKHV86869081376527,Food,180,2022-01-13
IJXAGB7N,GB41WNAQ20140170050173,Supermarket,600,2022-01-13
JENQGBGM,GB34FXMG42939326193334,Transport,650,2022-01-17
AYWDGBH9,GB18BLHI90758600556359,Supermarket,970,2022-01-7
HPCWGBP6,GB83ITUE66476905946932,Entertainment,200,2022-01-5
VVXOGBEA,GB17ECHM36623671567164,Supermarket,330,2022-01-12
CQRFGBWG,GB82TOPS75454491088322,Supermarket,390,2022-01-30
LYPXGBKA,GB12RFKC26031544882021,Supermarket,990,2022-01-24
GCVUGBU3,GB46LFOQ12602693112287,Shopping,520,2022-01-4
VYLYGBLF,GB45YGMB18624137869170,Shopping,820,2022-01-17
KNIOGBIE,GB28KZUY96266697851126,Entertainment,810,2022-01-29
TCWYGBVI,GB95NNXD00807768344201,Shopping,640,2022-01-26
FIUCGB28,GB52ZDIX12914015168310,Transport,870,2022-01-15
ABIOGBET,GB26MZLC31483084255324,Entertainment,850,2022-01-11
HBWZGBC4,GB38KPJK35464578836301,Entertainment,630,2022-01-16
UTGCGBM5,GB60EUJI46460708903763,Entertainment,380,2022-01-8
NGHYGBGE,GB69IWNL33287025405837,Transport,680,2022-01-7
WNNQGBIB,GB95KSQZ37322719315265,Shopping,750,2022-01-6
POQUGBE3,GB06XWMN46633962703739,Transport,490,2022-01-1
ZCRXGB53,GB21GLRJ22431627604946,Shopping,580,2022-01-26
ZUIAGB4U,GB77SHET15953653955164,Shopping,420,2022-01-11
FCOTGBMW,GB03UHJB69311179994352,Transport,590,2022-01-22
SIEAGB3V,GB83ITUE66476905946932,Supermarket,770,2022-01-16
QHGSGBVP,GB28UXYK58029298810980,Entertainment,660,2022-01-19
VTFQGBBJ,GB57ZQEQ31149309139505,Supermarket,670,2022-01-15
JPCVGB41,GB95KSQZ37322719315265,Transport,840,2022-01-14
TBARGBLJ,GB27WYSL83482859381680,Entertainment,260,2022-01-26
CXHVGB60,GB54DDZQ50736289176621,Supermarket,910,2022-01-28
OEPOGBPS,GB84CRVV55377641553703,Supermarket,460,2022-01-4
WFXVGBSM,GB64XLOO11315904743524,Shopping,130,2022-01-25
EEDLGBZ3,GB54NCSU75375137293859,Food,740,2022-01-3
TEPWGBIT,GB27DIHA39030527744222,Transport,230,2022-01-14
HFXTGBI9,GB23FBEP93821543148238,Supermarket,300,2022-01-27
ELAUGBX7,GB30DOCO49283665100456,Transport,550,2022-01-16
SSPMGBAK,GB64MZBQ37430639858343,Shopping,250,2022-01-21
LFWQGB19,GB95SJTT13579140937622,Shopping,130,2022-01-16
SALKGBEK,GB89HAQE54639987645442,Supermarket,350,2022-01-13
VVUWGBQF,GB83ZGIV72700876240964,Shopping,390,2022-01-29
KGVWGB9Q,GB57RUWS02611929138359,Entertainment,960,2022-01-14
TXVMGB1H,GB29LCHN04340743703120,Food,190,2022-01-8
BKKYGB2S,GB94FCXZ70967883629973,Transport,970,2022-01-8
LZQNGBF7,GB64MZBQ37430639858343,Food,120,2022-01-10
GUJZGBCK,GB50UZUX67892087145476,Shopping,390,2022-01-28
FVYWGBHI,GB30BFKS62513630025270,Transport,460,2022-01-9
QOOIGB4N,GB39JBVP10971286127858,Shopping,290,2022-01-25
AXNAGB6T,GB18IAWT22029674929635,Food,670,2022-01-22
BORMGB9A,GB13EWFA43234924681192,Food,830,2022-01-4
JPYSGBHE,GB06SZSI36995942594298,Transport,880,2022-01-10
EBWWGBH6,GB91AIMU17039167711402,Shopping,670,2022-01-17
PKIMGBU0,GB30QCAV99301946046367,Supermarket,430,2022-01-18
WRTFGB5Y,GB94DXEE96861649334874,Transport,250,2022-01-4
ZYIOGBOE,GB29LCHN04340743703120,Transport,880,2022-01-3
SJDRGBQH,GB83WMKE38192303991438,Shopping,730,2022-01-16
SNQRGBJJ,GB66FTJV65737797843554,Food,670,2022-01-9
WNNLGB0V,GB89QKXG48188212428490,Food,250,2022-01-5
RFDYGBNW,GB36ACOG77991187325138,Supermarket,530,2022-01-1
ABHUGBA6,GB78CMRH46293749469694,Supermarket,490,2022-01-19
MKMUGBEC,GB19LWIC68819968522056,Transport,610,2022-01-9
BKDZGBMT,GB80VKLZ75285559131640,Entertainment,160,2022-01-15
IBOCGB6Z,GB88XWSM32196588777943,Shopping,690,2022-01-18
VMTBGBQT,GB63NZKB23255199919735,Transport,240,2022-01-26
ZKXOGBAX,GB56MCWI74121714241607,Transport,300,2022-01-26
PUQDGBW3,GB56LXCT46060817641771,Entertainment,100,2022-01-6
BABFGBEG,GB66ZKOT83141813216476,Transport,470,2022-01-13
YLLAGBUP,GB49UORP89566583223215,Shopping,300,2022-01-9
WUGQGB1J,GB38CVTL16446985397705,Entertainment,390,2022-01-3
OHMTGBPI,GB64MZBQ37430639858343,Entertainment,440,2022-01-21
KBBEGBVB,GB78CMRH46293749469694,Shopping,690,2022-01-27
BUMUGB3E,GB92SYDV74562165572658,Transport,460,2022-01-26
GOMOGB2R,GB26ZERX06432145357655,Shopping,340,2022-01-21
PVYOGBNY,GB69BBNF29491526380997,Transport,220,2022-01-13
JXQXGBHW,GB85VGWL19824868006150,Shopping,560,2022-01-23
NNSLGBPL,GB79FWLL77498586869777,Supermarket,200,2022-01-29
WGCSGBBF,GB62WMJR11714956100553,Supermarket,510,2022-01-10
EMSHGBZ7,GB22YVTZ96736720147604,Shopping,130,2022-01-12
WYTGGB50,GB66FTJV65737797843554,Entertainment,130,2022-01-25
TLJYGBY4,GB88AUGY48817412716089,Entertainment,590,2022-01-3
